"Type","Price information classification","Area","City,Town,Ward,Village code","Prefecture","City,Town,Ward,Village","District","Nearest station : Name","Nearest station : Distance","Total transaction value","Area(‡u)","Land : Price per m2","Land : Shape","Frontage","Building : Total floor area","Building : Construction year","Building : Structure","Use","Purpose of use","Frontage road : Direction","Frontage road : Width","Frontage road : Type","City planning","Building coverage ratio","Floor area ratio","Transaction timing","Transaction factors"
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Higashitsutsujigaoka","Tsutsujigaoka(Tokyo)",10,53000000,100,"","","",80,"2005","W","","","South",5,"Private Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Higashitsutsujigaoka","Tsutsujigaoka(Tokyo)",15,56000000,120,"","","",95,"2009","W","","","Northeast",5,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Kokuryocho","Kokuryo",10,73000000,110,"","","",90,"2025","W","","","West",4,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Chofu(Tokyo)","",49000000,110,"","","",90,"2020","W","","","South",4.5,"Private Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Musashi Sakai","",47000000,110,"","","",90,"2016","W","","","",5,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Mitaka","",70000000,150,"","","",120,"2025","W","","","North",4,"Private Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Chofu(Tokyo)","",40000000,120,"","","",115,"1992","W","","","East",4,"Public Road","1 Exc Low",50,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Mitaka","",23000000,80,"","","",80,"1975","W","","","North",4,"Private Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Musashi Sakai","",52000000,110,"","","",80,"2025","W","","","","","","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Mitaka","",79000000,155,"","","",105,"2021","W","","","","","","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Mitaka","",130000000,215,"","","",205,"2009","W","","","West",9.5,"Public Road","2 Exc Med",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Tsutsujigaoka(Tokyo)",25,58000000,105,"","","",85,"2025","W","","","","","","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Chofu(Tokyo)","",60000000,115,"","","",90,"2025","W","","","","","","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Mitaka","",68000000,110,"","","",90,"2025","W","","","Southwest",3.9,"","1 Exc Low",50,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Mitaka","",55000000,140,"","","",105,"1987","W","","","Northeast",4,"Public Road","Quasi-Res",60,160,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",60000000,170,"","","",110,"2025","W","","","","","","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",48000000,135,"","","",95,"2016","W","","","Northeast",4,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",76000000,185,"","","",100,"","W","","","Northwest",4,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Tobitakyu","Tobitakyu",10,51000000,150,"","","",100,"2002","W","","","","","","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Higashitsutsujigaoka","Tsutsujigaoka(Tokyo)",5,70000000,65,"","","",90,"2025","W","","","Southwest",4.7,"","1 Exc Med",70,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Yagumodai","Kokuryo",10,61000000,135,"","","",100,"1997","W","","","East",4,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Yagumodai","Kokuryo",10,70000000,115,"","","",90,"2025","W","","","West",4,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Kokuryocho","Fuda",5,140000000,265,"","","",180,"1981","LS","","","North",4,"Public Road","1 Exc Low",50,100,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Kokuryocho","Kokuryo",15,70000000,185,"","","",90,"1967","W","","","West",4,"","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Kokuryocho","Kokuryo",10,35000000,55,"","","",85,"1997","W","","","","","","1 Res",60,200,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Sazumachi","Shibasaki",15,40000000,110,"","","",85,"2013","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Sazumachi","Fuda",20,18000000,50,"","","",50,"1975","W","","","Northwest",5.5,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Shimoishiwara","Chofu(Tokyo)",15,61000000,75,"","","",70,"2025","W","","","Northwest",4,"Private Road","1 Exc Low",50,100,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Shimoishiwara","Nishi Chofu",10,53000000,110,"","","",85,"2009","W","","","Northeast",4,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Shimoishiwara","Keio Tamagawa",15,21000000,60,"","","",70,"1978","W","","","","","","Quasi-Ind",60,200,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Mitaka","",35000000,95,"","","",75,"2012","W","","","East",4.5,"Private Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Mitaka","30-60minutes",60000000,140,"","","",105,"2025","W","","","East",4,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Chofu(Tokyo)","",50000000,115,"","","",90,"2015","W","","","",4,"","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Chofu(Tokyo)","",40000000,120,"","","",115,"1992","W","","","North",4.5,"Public Road","1 Exc Low",50,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Musashi Sakai","",48000000,100,"","","",80,"2025","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Musashi Sakai","",60000000,120,"","","",100,"2025","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Musashi Sakai","",52000000,100,"","","",80,"2024","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijikitamachi","Chofu(Tokyo)","",39000000,105,"","","",85,"2007","W","","","Northeast",4,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Chofu(Tokyo)","",45000000,95,"","","",75,"2019","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Tsutsujigaoka(Tokyo)",25,30000000,75,"","","",60,"2003","W","","","South",4,"Public Road","1 Exc Low",44,107,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Chofu(Tokyo)","",64000000,120,"","","",100,"2025","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Chofu(Tokyo)","",27000000,55,"","","",95,"2008","W","","","Northeast",6,"Public Road","Neighborhood Comm",80,200,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Tsutsujigaoka(Tokyo)","30-60minutes",35000000,110,"","","",85,"2000","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijihigashimachi","Kichijoji","",53000000,115,"","","",95,"2018","W","","","",5,"","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",63000000,130,"","","",105,"2025","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",63000000,130,"","","",105,"2025","W","","","","","","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",43000000,90,"","","",75,"2019","W","","","West",4,"","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",27000000,90,"","","",95,"1993","W","","","North",4,"Private Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",41000000,80,"","","",65,"2017","W","","","West",4,"Private Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)",25,80000000,240,"","","",190,"1996","LS","","","Southeast",4,"Public Road","1 Exc Low",50,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",39000000,115,"","","",90,"2006","W","","","West",4,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","30-60minutes",41000000,90,"","","",65,"2017","W","","","","","Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)","",65000000,190,"","","",95,"2011","W","","","East",4.5,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijimotomachi","Chofu(Tokyo)",25,52000000,100,"","","",80,"2025","W","","","Northwest",6,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Tamagawa","Keio Tamagawa",15,14000000,90,"","","",70,"1971","W","","","","","","1 Exc Low",30,60,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Tamagawa","Keio Tamagawa",15,45000000,55,"","","",95,"2025","W","","","East",4,"Public Road","Quasi-Ind",60,200,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Tobitakyu","Tobitakyu",20,58000000,105,"","","",85,"2026","W","","","East",5,"Private Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Tobitakyu","Tobitakyu",5,43000000,110,"","","",85,"1999","W","","","",4.5,"","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Higashitsutsujigaoka","Tsutsujigaoka(Tokyo)",10,65000000,110,"","","",90,"2014","W","","","Northwest",4.5,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Irimacho","Seijogakuen Mae",20,62000000,95,"","","",75,"2025","W","","","North",4,"Private Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Kamiishiwara","Nishi Chofu",10,67000000,145,"","","",105,"2024","W","","","North",5,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Kamiishiwara","","",39000000,115,"","","",80,"1983","W","","","Northeast","","Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Kamiishiwara","Nishi Chofu",10,59000000,165,"","","",135,"1995","W","","","","","","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Kojimacho","Chofu(Tokyo)",15,29000000,60,"","","",80,"1992","W","","","","","Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijiminamimachi","Tsutsujigaoka(Tokyo)",25,38000000,115,"","","",85,"2000","W","","","Northwest",4,"Private Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijiminamimachi","Fuda",20,51000000,110,"","","",85,"2026","W","","","East",5,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijiminamimachi","Fuda",20,46000000,105,"","","",85,"2026","W","","","North",5,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Jindaijiminamimachi","Kokuryo",20,31000000,60,"","","",60,"2025","W","","","","","","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13208","Tokyo","Chofu City","Irimacho","Seijogakuen Mae",20,67000000,120,"","","",95,"2012","W","","","","","Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
